n,r,m
(:Artwork {name: 《鱼水千年合》}),[:HAS_MEDIA],(:Media {name: https://atc-yanliuqing-images.oss-cn-beijing.aliyuncs.com/all_pic%E5%9B%BE%E7%89%87%E5%BA%93_%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29/44.%E9%B1%BC%E6%B0%B4%E5%8D%83%E5%B9%B4%E5%90%88%28%E6%A8%AA%E4%B8%89%E8%A3%81%29%20%28%E5%85%89%E7%BB%AA%E7%89%88%E5%90%8E%E5%8D%B0%29-%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29.png})
(:Artwork {name: 五谷丰登(门画·双幅) (光绪版印后)}),[:DEPICTS],(:Figure {name: 童子})
(:Figure {name: 童子}),[:DEPICTS],(:Object {name: 灯笼})
(:Figure {name: 童子}),[:DEPICTS],(:Object {name: 花瓶})
(:Object {name: 花瓶}),[:DEPICTS],(:Symbol {name: 五谷})
(:Object {name: 花瓶}),[:DEPICTS],(:Symbol {name: 丰登})
(:Symbol {name: 五谷}),[:SYMBOLIZES],(:Symbol {name: 五谷丰登})
(:Symbol {name: 丰登}),[:SYMBOLIZES],(:Symbol {name: 五谷丰登})
(:Artwork {name: 五谷丰登(门画·双幅) (光绪版印后)}),[:SYMBOLIZES],(:Symbol {name: 五谷丰登})
(:Artwork {name: 五谷丰登(门画·双幅) (光绪版印后)}),[:HAS_MEDIA],(:Media {name: https://atc-yanliuqing-images.oss-cn-beijing.aliyuncs.com/all_pic%E5%9B%BE%E7%89%87%E5%BA%93_%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29/45.%E4%BA%94%E8%B0%B7%E4%B8%B0%E7%99%BB%28%E9%97%A8%E7%94%BB%C2%B7%E5%8F%8C%E5%B9%85%29%20%28%E5%85%89%E7%BB%AA%E7%89%88%E5%8D%B0%E5%90%8E%29-%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29.png})
(:Person {name: 高荫章}),[:CREATED],(:Artwork {name: 未具名年画作品})
(:Artwork {name: 儿童乐境(横三裁) (光绪三十年)}),[:DEPICTS],(:Object {name: 篮舆})
(:Object {name: 篮舆}),[:IS_A],(:Attribute {name: 儿童车})
(:Artwork {name: 儿童乐境(横三裁) (光绪三十年)}),[:BELONGS_TO_ERA],(:Era {name: 高荫章六十九岁时})
(:Artwork {name: 儿童乐境(横三裁) (光绪三十年)}),[:HAS_MEDIA],(:Media {name: https://atc-yanliuqing-images.oss-cn-beijing.aliyuncs.com/all_pic%E5%9B%BE%E7%89%87%E5%BA%93_%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29/46.%E5%84%BF%E7%AB%A5%E4%B9%90%E5%A2%83%28%E6%A8%AA%E4%B8%89%E8%A3%81%29%20%28%E5%85%89%E7%BB%AA%E4%B8%89%E5%8D%81%E5%B9%B4%29-%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29.png})
(:Artwork {name: 莲笙贵子 (斗方) (光绪)}),[:DEPICTS],(:Figure {name: 娃娃})
(:Figure {name: 娃娃}),[:DEPICTS],(:Object {name: 笙})
(:Artwork {name: 莲笙贵子 (斗方) (光绪)}),[:DEPICTS],(:Object {name: 莲叶})
(:Artwork {name: 莲笙贵子 (斗方) (光绪)}),[:DEPICTS],(:Object {name: 蝴蝶})
(:Artwork {name: 莲笙贵子 (斗方) (光绪)}),[:DEPICTS],(:Object {name: 莲})
(:Artwork {name: 莲笙贵子 (斗方) (光绪)}),[:DEPICTS],(:Object {name: 梅})
(:Artwork {name: 莲笙贵子 (斗方) (光绪)}),[:DEPICTS],(:Object {name: 蝠})
(:Artwork {name: 莲笙贵子 (斗方) (光绪)}),[:DEPICTS],(:Object {name: 桃})
(:Object {name: 莲}),[:SYMBOLIZES],(:Symbol {name: 连})
(:Object {name: 蝠}),[:SYMBOLIZES],(:Symbol {name: 福})
(:Object {name: 桃}),[:SYMBOLIZES],(:Symbol {name: 寿})
(:Artwork {name: 莲笙贵子 (斗方) (光绪)}),[:BELONGS_TO_ERA],(:Era {name: 未明确})
(:Artwork {name: 莲笙贵子 (斗方) (光绪)}),[:HAS_MEDIA],(:Media {name: https://atc-yanliuqing-images.oss-cn-beijing.aliyuncs.com/all_pic%E5%9B%BE%E7%89%87%E5%BA%93_%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29/47.%E8%8E%B2%E7%AC%99%E8%B4%B5%E5%AD%90%20%28%E6%96%97%E6%96%B9%29%20%28%E5%85%89%E7%BB%AA%29-%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29.png})
(:Artwork {name: 娃娃戏 (横三裁) (光绪)}),[:DEPICTS],(:Figure {name: 儿童})
(:Artwork {name: 娃娃戏 (横三裁) (光绪)}),[:DEPICTS],(:Figure {name: 戏曲人物})
(:Artwork {name: 娃娃戏 (横三裁) (光绪)}),[:DEPICTS],(:Artwork {name: 《三娘教子》})
(:Artwork {name: 娃娃戏 (横三裁) (光绪)}),[:DEPICTS],(:Artwork {name: 《东岭关》})
(:Figure {name: 儿童}),[:SYMBOLIZES],(:Symbol {name: 天真可爱})
(:Figure {name: 戏曲人物}),[:DEPICTS],(:Figure {name: 《三娘教子》角色})
(:Figure {name: 戏曲人物}),[:DEPICTS],(:Figure {name: 《东岭关》角色})
(:Artwork {name: 娃娃戏 (横三裁) (光绪)}),[:HAS_MEDIA],(:Media {name: https://atc-yanliuqing-images.oss-cn-beijing.aliyuncs.com/all_pic%E5%9B%BE%E7%89%87%E5%BA%93_%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29/48.%E5%A8%83%E5%A8%83%E6%88%8F%20%28%E6%A8%AA%E4%B8%89%E8%A3%81%29%20%28%E5%85%89%E7%BB%AA%29-%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29.png})
(:Artwork {name: 九九消寒图 (横三裁) (光绪)}),[:DEPICTS],(:Figure {name: 娃娃})
(:Artwork {name: 九九消寒图 (横三裁) (光绪)}),[:DEPICTS],(:Object {name: 素梅})
(:Artwork {name: 九九消寒图 (横三裁) (光绪)}),[:DEPICTS],(:Object {name: 花瓣})
(:Artwork {name: 九九消寒图 (横三裁) (光绪)}),[:USES],(:Technique {name: 双勾法})
(:Object {name: 素梅}),[:SYMBOLIZES],(:Symbol {name: 天气转暖})
(:Object {name: 素梅}),[:SYMBOLIZES],(:Symbol {name: 寒意消除})
(:Figure {name: 娃娃}),[:DEPICTS],(:Object {name: 破红洲})
(:Figure {name: 娃娃}),[:DEPICTS],(:Object {name: 洪洋洞})
(:Figure {name: 娃娃}),[:DEPICTS],(:Object {name: 南阳关})
(:Object {name: 破红洲}),[:SYMBOLIZES],(:Symbol {name: 九九消寒})
(:Object {name: 洪洋洞}),[:SYMBOLIZES],(:Symbol {name: 九九消寒})
(:Object {name: 南阳关}),[:SYMBOLIZES],(:Symbol {name: 九九消寒})
(:Artwork {name: 九九消寒图 (横三裁) (光绪)}),[:HAS_MEDIA],(:Media {name: https://atc-yanliuqing-images.oss-cn-beijing.aliyuncs.com/all_pic%E5%9B%BE%E7%89%87%E5%BA%93_%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29/49.%E4%B9%9D%E4%B9%9D%E6%B6%88%E5%AF%92%E5%9B%BE%20%28%E6%A8%AA%E4%B8%89%E8%A3%81%29%20%28%E5%85%89%E7%BB%AA%29-%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29.png})
(:Artwork {name: 三阳开泰(贡尖) (光绪二十四年)}),[:DEPICTS],(:Figure {name: 三羊})
(:Figure {name: 三羊}),[:SYMBOLIZES],(:Symbol {name: 三阳开泰})
(:Artwork {name: 三阳开泰(贡尖) (光绪二十四年)}),[:REFERENCES],(:Document {name: 《易经》})
(:Symbol {name: 三阳开泰}),[:SYMBOLIZES],(:Symbol {name: 冬去春来阴消阳长，有吉亨之象})
(:Symbol {name: 三阳开泰}),[:IS_A],(:Symbol {name: 岁首祝颂之词})
(:Artwork {name: 三阳开泰(贡尖) (光绪二十四年)}),[:SYMBOLIZES],(:Symbol {name: 天泰、地泰、三阳泰，百卉生春万事祥，如意平安无限乐，满堂富贵有余香，诰封百代承恩照，诗书千载荷龙光，益寿延年如松茂，福洪德厚水绵长，绛云在霄多荣庆，瑞霭临门大吉羊})
(:Artwork {name: 三阳开泰(贡尖) (光绪二十四年)}),[:HAS_MEDIA],(:Media {name: https://atc-yanliuqing-images.oss-cn-beijing.aliyuncs.com/all_pic%E5%9B%BE%E7%89%87%E5%BA%93_%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29/50.%E4%B8%89%E9%98%B3%E5%BC%80%E6%B3%B0%28%E8%B4%A1%E5%B0%96%29%20%28%E5%85%89%E7%BB%AA%E4%BA%8C%E5%8D%81%E5%9B%9B%E5%B9%B4%29-%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29.png})
(:Artwork {name: 《九子十成》}),[:SYMBOLIZES],(:Symbol {name: 希望孩子都能成才})
(:Artwork {name: 《九子十成》}),[:DEPICTS],(:Figure {name: 儿童})
(:Artwork {name: 《九子十成》}),[:REFERENCES],(:Document {name: 题词})
(:Artwork {name: 《九子十成》}),[:IS_A],(:Artwork {name: 《九子十成》})
(:Artwork {name: 《九子十成》}),[:HAS_MEDIA],(:Media {name: https://atc-yanliuqing-images.oss-cn-beijing.aliyuncs.com/all_pic%E5%9B%BE%E7%89%87%E5%BA%93_%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29/51.%E4%B9%9D%E5%AD%90%E5%8D%81%E6%88%90%28%E8%B4%A1%E5%B0%96%29%20%28%E5%85%89%E7%BB%AA%29-%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29.png})
(:Artwork {name: 松鹤延年 (立三裁) (光绪)}),[:DEPICTS],(:Figure {name: 骑鹿寿星})
(:Artwork {name: 松鹤延年 (立三裁) (光绪)}),[:DEPICTS],(:Object {name: 松鹤})
(:Artwork {name: 松鹤延年 (立三裁) (光绪)}),[:DEPICTS],(:Object {name: 灵芝})
(:Object {name: 松鹤}),[:SYMBOLIZES],(:Symbol {name: 延年益寿})
(:Figure {name: 骑鹿寿星}),[:SYMBOLIZES],(:Symbol {name: 延年益寿})
(:Artwork {name: 松鹤延年 (立三裁) (光绪)}),[:HAS_MEDIA],(:Media {name: https://atc-yanliuqing-images.oss-cn-beijing.aliyuncs.com/all_pic%E5%9B%BE%E7%89%87%E5%BA%93_%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29/52.%E6%9D%BE%E9%B9%A4%E5%BB%B6%E5%B9%B4%20%28%E7%AB%8B%E4%B8%89%E8%A3%81%29%20%28%E5%85%89%E7%BB%AA%29-%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29.png})
(:Artwork {name: 连莲有余 喜庆丰收 (贡尖) (光绪)}),[:DEPICTS],(:Figure {name: 老人})
(:Artwork {name: 连莲有余 喜庆丰收 (贡尖) (光绪)}),[:DEPICTS],(:Figure {name: 儿童})
(:Artwork {name: 连莲有余 喜庆丰收 (贡尖) (光绪)}),[:DEPICTS],(:Object {name: 莲})
(:Artwork {name: 连莲有余 喜庆丰收 (贡尖) (光绪)}),[:DEPICTS],(:Object {name: 鱼})
(:Object {name: 莲}),[:SYMBOLIZES],(:Symbol {name: 连连有余})
(:Object {name: 鱼}),[:SYMBOLIZES],(:Symbol {name: 连连有余})
(:Object {name: 莲}),[:SYMBOLIZES],(:Symbol {name: 年年丰收})
(:Object {name: 鱼}),[:SYMBOLIZES],(:Symbol {name: 年年丰收})
(:Figure {name: 老人}),[:USES],(:Technique {name: 民间秧歌舞的动作姿态})
(:Figure {name: 儿童}),[:USES],(:Technique {name: 民间秧歌舞的动作姿态})
(:Artwork {name: 连莲有余 喜庆丰收 (贡尖) (光绪)}),[:HAS_MEDIA],(:Media {name: https://atc-yanliuqing-images.oss-cn-beijing.aliyuncs.com/all_pic%E5%9B%BE%E7%89%87%E5%BA%93_%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29/53.%E8%BF%9E%E8%8E%B2%E6%9C%89%E4%BD%99%20%E5%96%9C%E5%BA%86%E4%B8%B0%E6%94%B6%20%28%E8%B4%A1%E5%B0%96%29%20%28%E5%85%89%E7%BB%AA%29-%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29.png})
(:Artwork {name: 十二像 (贡尖) (民国七年)}),[:DEPICTS],(:Figure {name: 儿童})
(:Figure {name: 儿童}),[:DEPICTS],(:Object {name: 鼠})
(:Figure {name: 儿童}),[:DEPICTS],(:Object {name: 牛})
(:Figure {name: 儿童}),[:DEPICTS],(:Object {name: 虎})
(:Figure {name: 儿童}),[:DEPICTS],(:Object {name: 猪})
(:Object {name: 鼠}),[:SYMBOLIZES],(:Symbol {name: 子年生肖})
(:Object {name: 牛}),[:SYMBOLIZES],(:Symbol {name: 丑年生肖})
(:Object {name: 虎}),[:SYMBOLIZES],(:Symbol {name: 寅年生肖})
(:Object {name: 猪}),[:SYMBOLIZES],(:Symbol {name: 亥年生肖})
(:Artwork {name: 十二像 (贡尖) (民国七年)}),[:DEPICTS],(:Object {name: 十二生肖动物})
(:Object {name: 十二生肖动物}),[:SYMBOLIZES],(:Symbol {name: 生肖文化})
(:Artwork {name: 十二像 (贡尖) (民国七年)}),[:HAS_MEDIA],(:Media {name: https://atc-yanliuqing-images.oss-cn-beijing.aliyuncs.com/all_pic%E5%9B%BE%E7%89%87%E5%BA%93_%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29/54.%E5%8D%81%E4%BA%8C%E5%83%8F%20%28%E8%B4%A1%E5%B0%96%29%20%28%E6%B0%91%E5%9B%BD%E4%B8%83%E5%B9%B4%29-%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29.png})
(:Artwork {name: 仕女浴婴图}),[:DEPICTS],(:Figure {name: 仕女})
(:Artwork {name: 仕女浴婴图}),[:DEPICTS],(:Figure {name: 婴儿})
(:Artwork {name: 仕女浴婴图}),[:USES],(:Technique {name: 对比手法})
(:Technique {name: 对比手法}),[:HAS_STEP],(:TextDescription {name: 描绘儿童时采用匀圆线条，仕女衣纹使用硬折线条})
(:Technique {name: 对比手法}),[:HAS_STEP],(:TextDescription {name: 仕女衣服用深色，儿童皮肤及仕女面部用粉白})
(:Artwork {name: 仕女浴婴图}),[:SYMBOLIZES],(:Symbol {name: 俊秀、幽娴})
(:Artwork {name: 仕女浴婴图}),[:SYMBOLIZES],(:Symbol {name: 清新活泼})
(:Artwork {name: 仕女浴婴图}),[:HAS_MEDIA],(:Media {name: https://atc-yanliuqing-images.oss-cn-beijing.aliyuncs.com/all_pic%E5%9B%BE%E7%89%87%E5%BA%93_%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29/55.%E4%BB%95%E5%A5%B3%E6%B5%B4%E5%A9%B4%E5%9B%BE%20%28%E7%AB%8B%E4%B8%89%E8%A3%81%29%20%28%E5%85%89%E7%BB%AA%E7%89%88%E5%90%8E%E5%8D%B0%29-%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29.png})
(:Artwork {name: 推灯纪念(横三裁) (民国)}),[:DEPICTS],(:Figure {name: 娃娃})
(:Figure {name: 娃娃}),[:DEPICTS],(:Object {name: 共和五色旗})
(:Figure {name: 娃娃}),[:DEPICTS],(:Object {name: 花灯})
(:Object {name: 花灯}),[:SYMBOLIZES],(:Symbol {name: 推登})
(:Symbol {name: 推登}),[:SYMBOLIZES],(:Symbol {name: 推翻登基})
(:Artwork {name: 推灯纪念(横三裁) (民国)}),[:BELONGS_TO_ERA],(:Era {name: 1916年})
(:Artwork {name: 推灯纪念(横三裁) (民国)}),[:SYMBOLIZES],(:Symbol {name: 反复辟的胜利})
(:Person {name: 袁世凯}),[:IS_A],(:Person {name: 袁世凯})
(:Person {name: 蔡锷}),[:IS_A],(:Person {name: 蔡锷})
(:Artwork {name: 推灯纪念(横三裁) (民国)}),[:HAS_MEDIA],(:Media {name: https://atc-yanliuqing-images.oss-cn-beijing.aliyuncs.com/all_pic%E5%9B%BE%E7%89%87%E5%BA%93_%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29/56.%E6%8E%A8%E7%81%AF%E7%BA%AA%E5%BF%B5%28%E6%A8%AA%E4%B8%89%E8%A3%81%29%20%28%E6%B0%91%E5%9B%BD%29-%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29.png})
(:Artwork {name: 钟馗(双幅) (乾隆版后印)}),[:DEPICTS],(:Figure {name: 钟馗})
(:Figure {name: 钟馗}),[:SYMBOLIZES],(:Symbol {name: 驱邪魔})
(:Artwork {name: 钟馗(双幅) (乾隆版后印)}),[:BELONGS_TO_ERA],(:Era {name: 宋代})
(:Person {name: 吴道子}),[:CREATED],(:Artwork {name: 钟馗象})
(:Person {name: 钟馗}),[:IS_A],(:Attribute {name: 唐代人})
(:Artwork {name: 钟馗(双幅) (乾隆版后印)}),[:REFERENCES],(:Document {name: 《梦溪笔谈》})
(:Artwork {name: 钟馗(双幅) (乾隆版后印)}),[:REFERENCES],(:Document {name: 《石林燕语》})
(:Era {name: 宋元丰元年}),[:BELONGS_TO_ERA],(:Era {name: 公元1078年})
(:Person {name: 神宗}),[:IS_A],(:Attribute {name: 宋神宗})
(:Artwork {name: 钟馗(双幅) (乾隆版后印)}),[:DEPICTS],(:Figure {name: 秦琼})
(:Artwork {name: 钟馗(双幅) (乾隆版后印)}),[:DEPICTS],(:Figure {name: 尉迟})
(:Artwork {name: 钟馗(双幅) (乾隆版后印)}),[:HAS_MEDIA],(:Media {name: https://atc-yanliuqing-images.oss-cn-beijing.aliyuncs.com/all_pic%E5%9B%BE%E7%89%87%E5%BA%93_%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29/57.%E9%92%9F%E9%A6%97%28%E5%8F%8C%E5%B9%85%29%20%28%E4%B9%BE%E9%9A%86%E7%89%88%E5%90%8E%E5%8D%B0%29-%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29.png})
(:Artwork {name: 秦琼 尉迟恭(门画·双幅)(光绪)}),[:DEPICTS],(:Figure {name: 秦琼})
(:Artwork {name: 秦琼 尉迟恭(门画·双幅)(光绪)}),[:DEPICTS],(:Figure {name: 尉迟恭})
(:Figure {name: 秦琼}),[:IS_A],(:Person {name: 秦琼})
(:Figure {name: 尉迟恭}),[:IS_A],(:Person {name: 尉迟恭})
(:Person {name: 秦琼}),[:IS_A],(:Attribute {name: 唐太宗时名将})
(:Person {name: 尉迟恭}),[:IS_A],(:Attribute {name: 唐太宗时名将})
(:Person {name: 秦琼}),[:IS_A],(:Person {name: 字叔宝})
(:Person {name: 尉迟恭}),[:IS_A],(:Person {name: 字敬德})
(:Artwork {name: 秦琼 尉迟恭(门画·双幅)(光绪)}),[:DEPICTS],(:Object {name: 盔甲})
(:Artwork {name: 秦琼 尉迟恭(门画·双幅)(光绪)}),[:DEPICTS],(:Object {name: 箭})
(:Artwork {name: 秦琼 尉迟恭(门画·双幅)(光绪)}),[:DEPICTS],(:Object {name: 壶})
(:Figure {name: 秦琼}),[:SYMBOLIZES],(:Symbol {name: 镇宅驱邪})
(:Figure {name: 尉迟恭}),[:SYMBOLIZES],(:Symbol {name: 镇宅驱邪})
(:Artwork {name: 秦琼 尉迟恭(门画·双幅)(光绪)}),[:BELONGS_TO_ERA],(:Era {name: 唐代})
(:Artwork {name: 秦琼 尉迟恭(门画·双幅)(光绪)}),[:REFERENCES],(:Document {name: 民间传说})
(:Artwork {name: 秦琼 尉迟恭(门画·双幅)(光绪)}),[:HAS_MEDIA],(:Media {name: https://atc-yanliuqing-images.oss-cn-beijing.aliyuncs.com/all_pic%E5%9B%BE%E7%89%87%E5%BA%93_%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29/58.%E7%A7%A6%E7%90%BC%20%E5%B0%89%E8%BF%9F%E6%81%AD%20%28%E9%97%A8%E7%94%BB%C2%B7%E5%8F%8C%E5%B9%85%29%20%28%E4%B9%BE%E9%9A%86%E7%89%88%E5%90%8E%E5%8D%B0%29-%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29.png})
(:Artwork {name: 秦琼 尉迟恭(门画·双幅)(光绪)}),[:BELONGS_TO_ERA],(:Era {name: 未明确})
(:Artwork {name: 秦琼 尉迟恭(门画·双幅)(光绪)}),[:USES],(:Technique {name: 勾线})
(:Artwork {name: 秦琼 尉迟恭(门画·双幅)(光绪)}),[:USES],(:Technique {name: 染色})
(:Technique {name: 勾线}),[:BELONGS_TO_ERA],(:Era {name: 未明确})
(:Technique {name: 染色}),[:BELONGS_TO_ERA],(:Era {name: 未明确})
(:Artwork {name: 秦琼 尉迟恭(门画·双幅)(光绪)}),[:HAS_MEDIA],(:Media {name: 天津市历史博物馆藏})
(:Artwork {name: 秦琼 尉迟恭(门画·双幅)(光绪)}),[:HAS_MEDIA],(:Media {name: https://atc-yanliuqing-images.oss-cn-beijing.aliyuncs.com/all_pic%E5%9B%BE%E7%89%87%E5%BA%93_%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29/59.%E7%A7%A6%E7%90%BC%20%E5%B0%89%E8%BF%9F%E6%81%AD%28%E9%97%A8%E7%94%BB%C2%B7%E5%8F%8C%E5%B9%85%29%28%E5%85%89%E7%BB%AA%29-%E6%9D%A8%E6%9F%B3%E9%9D%92%E5%B9%B4%E7%94%BB%20%28%E5%A4%A9%E6%B4%A5%E5%B8%82%E8%89%BA%E6%9C%AF%E5%8D%9A%E7%89%A9%E9%A6%86%E7%BC%96%29.png})
(:Artwork {name: 盗仙草(贡尖) (乾隆版后印)}),[:DEPICTS],(:Figure {name: 白素贞})
(:Artwork {name: 盗仙草(贡尖) (乾隆版后印)}),[:DEPICTS],(:Figure {name: 青蛇})
(:Artwork {name: 盗仙草(贡尖) (乾隆版后印)}),[:DEPICTS],(:Figure {name: 许仙})
(:Artwork {name: 盗仙草(贡尖) (乾隆版后印)}),[:DEPICTS],(:Figure {name: 鹤童})
